id,name,tenure_months,monthly_revenue,support_tickets_90d,payment_failures_90d,usage_change_pct,nps,plan_type,days_since_login,discount_pct,price_increase_pct,engagement_trend_pct,complaint_recency_days,feature_adoption_pct,competitor_pressure,churned
cust-00989,Customer 00989,5,381.66,2,0,-9.7,24,standard,11,18,5,-4.8,30,69.3,2,0
cust-00990,Customer 00990,17,137.27,0,0,-34.3,42,basic,14,7,5,-35.1,82,31.5,0,0
cust-00991,Customer 00991,39,1002.09,0,1,-18.9,25,premium,15,30,10,-10.7,55,70.9,1,0
cust-00992,Customer 00992,53,220.11,0,1,1.2,23,basic,24,0,0,2.1,39,39.8,2,0
cust-00993,Customer 00993,22,522.86,1,1,9.6,46,standard,21,18,0,7.3,2,56.0,0,0
cust-00994,Customer 00994,36,232.87,1,0,34.4,12,basic,9,13,20,42.0,72,43.9,1,0
cust-00995,Customer 00995,17,170.48,1,0,9.6,45,basic,24,0,15,10.0,9,27.8,1,1
cust-00996,Customer 00996,10,178.1,0,0,12.9,89,basic,18,5,10,8.3,78,27.9,1,0
cust-00997,Customer 00997,39,145.31,1,0,-21.2,47,basic,4,15,15,-28.5,34,60.1,0,0
cust-00998,Customer 00998,19,96.9,0,2,-11.6,21,basic,49,21,0,-6.8,65,52.4,0,1
cust-00999,Customer 00999,28,127.52,0,1,-21.2,68,basic,8,41,10,-10.7,38,84.7,0,0
cust-01000,Customer 01000,41,179.73,3,0,23.0,53,basic,43,0,5,11.1,8,34.2,0,0
cust-01001,Customer 01001,12,184.17,4,1,-19.6,78,basic,68,22,5,-17.3,24,22.8,0,0
cust-01002,Customer 01002,28,870.82,1,0,5.3,21,premium,1,7,10,12.9,11,62.3,0,0
cust-01003,Customer 01003,35,270.69,1,0,-31.1,32,standard,27,14,5,-32.7,35,50.5,1,0
cust-01004,Customer 01004,38,1377.92,2,0,-6.2,53,premium,9,15,10,-4.3,19,64.1,0,0
cust-01005,Customer 01005,29,153.96,1,0,41.3,42,basic,6,12,15,37.3,25,29.7,0,0
cust-01006,Customer 01006,46,665.68,1,0,20.6,55,premium,18,11,5,24.0,14,65.9,2,0
cust-01007,Customer 01007,47,234.84,0,0,7.5,77,basic,19,29,5,5.1,79,10.0,1,0
cust-01008,Customer 01008,30,152.78,1,0,-28.9,58,basic,32,13,0,-36.4,3,48.4,1,1
cust-01009,Customer 01009,41,1346.92,1,0,-8.6,43,premium,14,36,0,-1.2,23,42.1,1,0
cust-01010,Customer 01010,59,879.87,0,0,15.9,94,premium,13,0,0,10.8,61,35.8,0,0
cust-01011,Customer 01011,16,274.48,1,0,-0.6,40,standard,15,21,0,0.8,19,53.6,1,0
cust-01012,Customer 01012,8,447.42,0,1,-16.0,67,standard,13,17,0,-13.3,57,48.1,1,0
cust-01013,Customer 01013,15,179.27,2,0,-15.8,31,basic,25,6,0,-20.7,13,23.6,0,1
cust-01014,Customer 01014,12,1091.43,0,0,-19.5,40,premium,21,13,0,-13.5,54,84.9,0,0
cust-01015,Customer 01015,13,169.12,3,0,-18.5,92,basic,20,13,0,-6.2,4,55.7,1,0
cust-01016,Customer 01016,15,211.07,2,0,13.7,29,basic,24,3,0,9.6,11,28.7,1,0
cust-01017,Customer 01017,30,638.68,2,1,14.4,37,premium,15,24,15,9.0,22,73.4,1,0
cust-01018,Customer 01018,19,657.42,0,0,31.4,26,standard,14,7,5,35.6,68,75.7,1,0
cust-01019,Customer 01019,39,380.42,5,0,32.3,66,standard,35,3,0,22.7,14,35.4,1,0
cust-01020,Customer 01020,22,160.93,0,1,-14.7,54,basic,6,27,0,-20.0,51,62.3,0,0
cust-01021,Customer 01021,47,317.32,0,0,-21.4,41,standard,15,5,0,-24.4,45,45.8,0,0
cust-01022,Customer 01022,12,997.1,2,0,27.2,66,premium,8,14,0,27.8,2,35.0,2,0
cust-01023,Customer 01023,12,457.07,0,0,17.7,85,standard,20,2,0,5.0,46,72.1,0,0
cust-01024,Customer 01024,12,209.11,0,1,37.7,23,basic,40,10,0,39.2,70,34.4,2,0
cust-01025,Customer 01025,6,449.61,7,0,-0.4,15,standard,12,7,0,-3.5,21,52.3,0,0
cust-01026,Customer 01026,19,152.3,4,0,9.0,65,basic,3,11,15,14.6,14,90.4,0,0
cust-01027,Customer 01027,39,166.81,2,0,8.2,38,basic,5,3,15,15.8,13,23.0,1,0
cust-01028,Customer 01028,8,181.1,1,0,40.9,44,basic,28,19,0,42.5,17,71.3,0,0
cust-01029,Customer 01029,25,1147.06,0,0,21.1,24,premium,14,8,0,21.8,50,67.0,1,0
cust-01030,Customer 01030,12,232.23,1,0,-12.2,41,basic,20,20,0,-10.2,18,22.6,0,1
cust-01031,Customer 01031,37,1029.58,3,0,14.9,64,premium,36,20,0,7.0,38,59.4,0,0
cust-01032,Customer 01032,15,93.4,2,1,29.4,63,basic,14,5,0,37.7,7,47.9,3,0
cust-01033,Customer 01033,24,182.66,0,0,16.4,64,basic,12,22,0,14.7,70,53.9,0,0
cust-01034,Customer 01034,26,297.69,0,1,-27.0,40,standard,25,13,10,-29.0,59,64.5,2,0
cust-01035,Customer 01035,18,124.91,1,0,-1.6,93,basic,11,10,0,-7.1,30,52.9,2,0
cust-01036,Customer 01036,15,293.24,0,0,24.0,85,standard,10,1,0,14.8,30,47.3,3,0
cust-01037,Customer 01037,26,648.26,5,0,36.5,33,standard,35,13,5,39.5,29,26.3,0,1
cust-01038,Customer 01038,33,1292.76,0,0,12.0,40,premium,16,5,0,18.1,77,78.5,1,0
cust-01039,Customer 01039,30,194.11,2,2,11.1,78,basic,20,20,15,16.2,41,44.4,1,0
cust-01040,Customer 01040,38,253.89,2,3,11.2,61,basic,26,0,5,7.1,13,58.7,1,0
cust-01041,Customer 01041,12,194.34,0,0,15.6,64,basic,20,9,0,4.3,83,90.6,0,0
cust-01042,Customer 01042,28,1229.44,0,0,-39.3,56,premium,39,12,0,-41.9,45,55.9,2,0
cust-01043,Customer 01043,46,378.42,2,0,6.5,58,standard,32,13,5,19.8,22,58.2,1,0
cust-01044,Customer 01044,15,167.72,1,0,25.3,66,basic,22,7,10,26.7,14,94.4,0,0
cust-01045,Customer 01045,25,548.45,0,2,13.6,34,standard,24,23,0,16.4,67,64.2,1,0
cust-01046,Customer 01046,17,182.36,3,0,5.3,30,basic,17,10,10,7.7,35,59.1,2,0
cust-01047,Customer 01047,53,282.86,0,0,26.9,41,standard,27,15,0,22.6,63,85.5,0,0
cust-01048,Customer 01048,2,172.48,5,1,6.4,28,basic,9,30,5,20.6,59,69.4,1,0
cust-01049,Customer 01049,31,272.41,3,0,-42.7,29,standard,6,0,0,-47.7,25,16.6,0,0
cust-01050,Customer 01050,6,356.95,4,2,25.7,24,standard,17,3,10,17.3,1,43.1,3,0
cust-01051,Customer 01051,42,1130.25,1,0,-0.8,63,premium,15,21,0,-5.0,20,100,2,0
cust-01052,Customer 01052,12,157.07,0,0,45,1,basic,5,15,10,43.6,54,19.6,1,0
cust-01053,Customer 01053,23,147.43,1,0,-6.9,43,basic,16,22,0,-20.9,22,35.7,1,0
cust-01054,Customer 01054,13,454.75,6,3,45,11,standard,21,24,0,48.8,34,54.0,0,0
cust-01055,Customer 01055,22,542.49,0,0,-18.1,16,premium,18,0,0,-15.9,53,77.8,2,0
cust-01056,Customer 01056,29,100.0,2,0,10.3,47,basic,13,8,10,10.1,23,30.1,0,0
cust-01057,Customer 01057,4,211.82,2,0,11.1,46,basic,2,4,0,10.0,19,33.6,1,0
cust-01058,Customer 01058,14,319.09,1,0,4.6,47,standard,39,9,0,5.0,22,32.4,0,0
cust-01059,Customer 01059,25,352.26,2,0,-35.2,95,standard,28,0,10,-46.8,16,33.7,1,0
cust-01060,Customer 01060,49,1157.98,2,1,0.6,41,premium,15,16,0,-8.0,32,24.1,2,0
cust-01061,Customer 01061,16,313.64,1,0,-4.7,72,standard,21,15,15,-11.5,29,38.7,0,0
cust-01062,Customer 01062,6,452.53,0,0,23.3,38,standard,39,1,0,9.9,73,22.2,2,0
cust-01063,Customer 01063,33,476.18,0,2,-23.8,36,standard,10,11,0,-31.2,29,95.2,0,0
cust-01064,Customer 01064,11,350.58,1,2,-3.2,86,standard,19,26,0,6.0,14,74.2,1,0
cust-01065,Customer 01065,22,910.56,0,0,-16.2,58,premium,15,0,0,-34.1,26,46.2,0,0
cust-01066,Customer 01066,12,283.51,3,1,-9.8,55,standard,14,12,0,-12.4,5,56.2,1,0
cust-01067,Customer 01067,35,240.56,3,3,22.9,30,basic,29,6,10,12.8,8,75.7,1,0
cust-01068,Customer 01068,35,384.81,3,0,20.6,84,standard,9,0,0,27.6,34,81.0,1,0
cust-01069,Customer 01069,8,159.09,2,0,0.0,30,basic,22,0,10,1.2,21,66.0,0,1
cust-01070,Customer 01070,10,287.27,2,2,-27.9,64,basic,38,17,5,-17.9,28,91.4,0,1
cust-01071,Customer 01071,31,113.71,4,0,-22.2,29,basic,5,17,5,-17.3,28,66.3,1,0
cust-01072,Customer 01072,41,911.87,2,0,-29.9,57,premium,20,11,0,-34.8,8,71.2,0,0
cust-01073,Customer 01073,7,277.23,2,0,-21.9,43,standard,34,0,0,-16.4,13,52.2,0,0
cust-01074,Customer 01074,67,403.76,0,0,-31.3,57,standard,33,11,0,-40.0,48,55.7,2,0
cust-01075,Customer 01075,21,331.67,0,1,-28.4,66,standard,63,27,0,-39.3,84,80.9,0,1
cust-01076,Customer 01076,36,428.96,0,0,13.4,5,standard,6,13,5,9.3,56,36.6,2,1
cust-01077,Customer 01077,12,709.2,1,3,20.8,33,standard,5,24,0,30.7,26,5,0,0
cust-01078,Customer 01078,6,418.05,3,0,6.3,65,standard,35,8,0,1.7,19,64.3,1,1
cust-01079,Customer 01079,36,106.26,1,0,-22.6,47,basic,6,30,0,-24.0,44,48.0,1,1
cust-01080,Customer 01080,31,243.03,0,3,-4.7,52,basic,20,17,0,-10.6,46,59.0,2,0
cust-01081,Customer 01081,12,142.84,1,0,-7.4,70,basic,23,21,0,-1.2,33,5,2,0
cust-01082,Customer 01082,42,196.12,3,0,21.4,72,basic,30,28,0,20.3,7,61.8,1,0
cust-01083,Customer 01083,11,1007.81,0,1,12.2,64,premium,29,28,0,11.2,69,57.8,1,0
cust-01084,Customer 01084,33,139.22,0,1,15.2,43,basic,11,15,5,16.1,68,21.8,2,0
cust-01085,Customer 01085,15,845.84,0,0,-8.6,-18,premium,19,0,0,-9.5,90,100,0,0
cust-01086,Customer 01086,26,1275.66,0,0,36.8,43,premium,8,8,5,50,80,50.3,1,0
cust-01087,Customer 01087,41,1078.44,0,2,-17.9,81,premium,12,4,10,-6.8,71,51.7,0,0
cust-01088,Customer 01088,38,1488.69,3,2,-17.1,30,premium,8,7,0,-17.0,15,42.5,1,0
cust-01089,Customer 01089,16,693.65,2,0,-26.0,63,premium,25,16,5,-19.0,90,82.7,1,0
cust-01090,Customer 01090,37,201.75,1,0,2.0,75,basic,21,10,0,-12.5,36,79.3,0,0
cust-01091,Customer 01091,72,187.09,7,1,-46.7,17,basic,49,3,0,-54.5,13,46.4,0,1
cust-01092,Customer 01092,5,206.98,1,0,5.7,57,basic,23,31,0,18.8,10,66.5,0,0
cust-01093,Customer 01093,14,533.59,8,0,26.5,34,standard,2,32,0,23.9,18,46.7,2,0
cust-01094,Customer 01094,8,441.32,0,0,-25.2,50,standard,30,14,5,-36.6,43,65.0,0,0
cust-01095,Customer 01095,23,98.84,1,0,13.8,36,basic,23,26,0,-1.2,25,65.6,0,0
cust-01096,Customer 01096,17,219.71,1,0,21.8,86,basic,52,12,0,21.4,36,51.1,2,0
cust-01097,Customer 01097,18,362.79,1,0,40.8,56,standard,12,12,0,47.8,35,30.8,0,0
cust-01098,Customer 01098,8,1071.37,2,2,-24.8,-24,premium,5,10,10,-30.0,36,13.8,2,1
cust-01099,Customer 01099,12,362.45,0,0,-2.2,-3,standard,27,3,10,-12.8,40,26.9,0,1
cust-01100,Customer 01100,27,163.77,4,1,-37.0,73,basic,37,21,5,-51.2,38,43.2,0,0
cust-01101,Customer 01101,32,141.71,9,1,3.6,41,basic,54,0,0,-4.0,18,56.5,0,0
cust-01102,Customer 01102,11,267.11,1,1,-9.7,12,standard,27,9,0,-6.7,15,56.0,0,0
cust-01103,Customer 01103,4,418.0,1,0,14.3,34,standard,3,2,5,7.9,31,68.0,1,0
cust-01104,Customer 01104,22,282.33,3,0,3.2,24,basic,37,32,0,6.6,34,63.7,0,0
cust-01105,Customer 01105,38,239.73,1,0,-3.6,50,standard,36,9,10,4.3,30,59.0,1,0
cust-01106,Customer 01106,18,118.18,0,2,-34.2,71,basic,41,9,0,-40.7,89,34.1,0,0
cust-01107,Customer 01107,72,539.57,5,2,-34.6,53,standard,24,21,5,-20.1,31,55.8,0,0
cust-01108,Customer 01108,28,245.56,0,0,7.0,51,standard,11,16,10,14.2,76,72.6,1,0
cust-01109,Customer 01109,16,969.03,1,0,-38.6,77,premium,18,11,0,-39.5,31,56.0,0,0
cust-01110,Customer 01110,71,321.64,0,0,6.4,37,standard,8,26,15,3.9,77,53.5,1,0
cust-01111,Customer 01111,46,406.21,0,0,-3.3,68,standard,25,1,10,3.1,59,71.6,2,0
cust-01112,Customer 01112,15,585.8,3,0,-3.8,88,premium,21,6,5,6.1,8,45.7,0,0
cust-01113,Customer 01113,25,276.25,2,0,7.0,55,basic,53,28,5,8.8,75,96.7,1,0
cust-01114,Customer 01114,12,161.01,3,1,45,55,basic,8,15,5,49.8,11,71.5,1,0
cust-01115,Customer 01115,15,157.46,0,0,-5.4,75,basic,19,1,10,-1.4,90,33.9,0,0
cust-01116,Customer 01116,37,241.71,0,0,-17.7,75,basic,12,9,10,-22.6,89,34.4,2,0
cust-01117,Customer 01117,51,401.24,0,0,28.4,23,standard,66,16,10,28.8,63,46.5,2,0
cust-01118,Customer 01118,4,374.73,0,3,36.8,95,standard,3,12,0,48.1,61,52.3,2,0
cust-01119,Customer 01119,11,449.67,3,1,23.5,84,standard,18,4,0,11.4,21,71.9,2,0
cust-01120,Customer 01120,27,956.91,2,0,-7.3,59,premium,5,11,0,-5.3,55,100,0,1
cust-01121,Customer 01121,33,211.36,4,0,32.5,6,basic,10,23,5,20.0,10,77.2,0,0
cust-01122,Customer 01122,6,288.55,3,0,13.7,57,standard,6,15,10,-0.3,25,49.6,1,0
cust-01123,Customer 01123,19,318.22,0,0,-36.2,50,standard,28,8,0,-32.2,47,58.2,2,0
cust-01124,Customer 01124,38,129.71,0,0,-18.9,-8,basic,38,13,0,-13.9,43,54.8,1,0
cust-01125,Customer 01125,40,165.45,2,0,-4.3,14,basic,27,3,0,-10.1,27,31.3,0,0
cust-01126,Customer 01126,11,700.09,0,0,27.0,19,premium,7,10,5,33.9,86,76.3,1,0
cust-01127,Customer 01127,10,905.26,0,0,-25.8,88,premium,15,17,0,-23.6,52,43.4,0,0
cust-01128,Customer 01128,14,477.97,0,0,15.5,13,standard,11,17,0,-3.5,85,37.9,0,0
cust-01129,Customer 01129,55,1173.7,1,1,-2.0,38,premium,12,17,0,0.5,10,46.9,0,0
cust-01130,Customer 01130,30,321.94,2,0,-17.4,74,standard,8,10,15,-17.5,27,47.3,0,0
cust-01131,Customer 01131,33,89.84,2,0,-12.6,20,basic,9,18,10,-3.7,20,29.9,1,0
cust-01132,Customer 01132,29,983.32,1,0,6.6,23,premium,16,0,0,6.5,6,50.6,1,0
cust-01133,Customer 01133,6,183.16,3,1,-2.5,21,basic,20,0,0,7.9,6,60.8,1,0
cust-01134,Customer 01134,18,219.03,1,3,-31.6,59,standard,37,28,15,-38.8,62,72.7,0,0
cust-01135,Customer 01135,37,316.46,0,0,3.7,48,standard,4,0,15,-8.6,58,36.6,0,0
cust-01136,Customer 01136,28,151.98,3,1,-19.3,43,basic,15,12,0,-7.9,18,63.7,2,0
cust-01137,Customer 01137,30,1548.26,0,2,-8.5,85,premium,9,6,10,-10.4,71,89.8,1,0
cust-01138,Customer 01138,17,185.75,4,0,30.2,87,basic,5,10,5,45.3,32,46.3,1,0
cust-01139,Customer 01139,52,394.84,0,2,4.9,21,standard,8,30,0,11.0,59,73.6,2,1
cust-01140,Customer 01140,42,1100.87,0,0,-16.0,21,premium,41,8,0,-30.7,45,69.5,1,0
cust-01141,Customer 01141,23,570.0,1,1,4.3,27,standard,1,12,0,15.7,90,14.5,0,1
cust-01142,Customer 01142,15,258.41,1,1,-1.8,59,standard,14,7,0,-8.0,18,12.6,0,0
cust-01143,Customer 01143,15,163.81,0,0,-21.7,44,basic,74,13,0,-35.1,77,75.0,0,0
cust-01144,Customer 01144,17,285.24,1,0,3.8,21,standard,19,10,5,-3.6,10,38.2,0,0
cust-01145,Customer 01145,13,523.84,1,1,-8.9,45,standard,13,2,15,-5.6,32,27.0,1,0
cust-01146,Customer 01146,14,255.26,0,1,-12.4,71,standard,31,10,20,-19.3,57,79.3,3,0
cust-01147,Customer 01147,17,151.15,1,1,10.0,34,basic,9,3,0,18.9,15,62.8,2,0
cust-01148,Customer 01148,20,316.26,2,2,-10.5,50,standard,12,9,0,-9.5,3,66.5,0,0
cust-01149,Customer 01149,45,274.99,1,1,-27.3,31,standard,14,10,0,-22.2,9,79.1,1,0
cust-01150,Customer 01150,32,226.33,0,0,-31.8,61,basic,35,9,5,-29.1,33,59.5,1,0
cust-01151,Customer 01151,23,121.63,1,0,4.4,75,basic,13,20,5,-2.6,17,64.2,0,0
cust-01152,Customer 01152,3,447.04,7,0,-3.5,36,standard,22,11,0,-3.1,16,62.6,2,0
cust-01153,Customer 01153,22,276.37,1,0,3.1,52,standard,56,37,5,11.2,15,33.2,2,1
cust-01154,Customer 01154,27,294.86,2,1,1.7,87,standard,34,10,0,2.8,12,40.9,0,1
cust-01155,Customer 01155,28,135.99,3,2,3.3,32,basic,9,12,0,7.8,7,61.0,1,0
cust-01156,Customer 01156,11,355.43,0,1,-4.0,25,standard,33,27,0,-4.6,86,38.3,0,0
cust-01157,Customer 01157,14,410.13,6,2,31.3,11,premium,16,2,0,21.8,23,52.0,2,0
cust-01158,Customer 01158,41,542.03,2,1,6.5,36,premium,4,2,15,-3.8,17,58.6,1,0
cust-01159,Customer 01159,10,225.57,4,0,-31.1,39,basic,25,31,0,-27.5,75,79.0,0,0
cust-01160,Customer 01160,5,308.5,5,2,-28.7,41,standard,19,5,10,-12.1,54,85.1,2,0
cust-01161,Customer 01161,11,111.38,1,1,19.8,21,basic,35,0,15,33.1,18,40.7,1,1
cust-01162,Customer 01162,21,588.58,0,0,33.3,25,premium,11,9,0,31.9,29,83.5,0,0
cust-01163,Customer 01163,16,569.9,1,1,29.5,86,premium,13,3,10,39.6,15,57.7,0,0
cust-01164,Customer 01164,17,223.61,0,0,0.1,-2,basic,18,0,0,-1.3,86,77.0,2,0
cust-01165,Customer 01165,17,1521.84,0,2,-1.4,20,premium,7,3,5,-12.0,37,5,0,1
cust-01166,Customer 01166,6,107.43,0,0,18.8,70,basic,45,33,10,-0.2,55,77.7,0,0
cust-01167,Customer 01167,43,1231.51,0,0,-11.6,45,premium,8,18,0,1.1,81,81.7,0,0
cust-01168,Customer 01168,21,1205.28,0,0,6.3,12,premium,20,10,5,8.0,63,61.3,0,0
cust-01169,Customer 01169,6,151.98,2,1,-26.0,53,basic,25,12,0,-22.9,12,44.9,2,0
cust-01170,Customer 01170,52,1179.51,2,0,-28.1,8,premium,18,0,5,-32.4,79,58.2,3,0
cust-01171,Customer 01171,11,929.79,0,0,10.3,19,premium,21,15,0,10.0,31,46.0,2,0
cust-01172,Customer 01172,2,161.5,0,1,-9.3,83,basic,8,23,15,-0.5,26,24.0,2,0
cust-01173,Customer 01173,29,337.23,0,0,19.4,51,standard,14,5,0,33.6,64,37.3,3,0
cust-01174,Customer 01174,33,400.34,0,0,-31.1,11,standard,24,21,0,-29.5,59,49.3,1,1
cust-01175,Customer 01175,64,1375.34,1,0,0.2,48,premium,33,10,0,7.5,41,58.0,0,0
cust-01176,Customer 01176,20,496.06,4,4,28.6,30,standard,17,0,5,28.1,20,47.8,1,0
cust-01177,Customer 01177,10,81.15,3,0,-1.7,81,basic,15,14,0,-1.2,70,100,1,0
cust-01178,Customer 01178,29,475.71,1,2,10.6,13,standard,11,6,5,-2.0,25,61.3,0,0
cust-01179,Customer 01179,16,93.38,1,0,-69.8,52,basic,17,24,5,-75,46,44.8,2,0
cust-01180,Customer 01180,27,188.01,0,3,-21.7,38,basic,9,16,20,-17.0,62,91.6,0,0
cust-01181,Customer 01181,14,84.92,4,0,17.2,38,basic,19,19,5,11.9,18,67.3,0,1
cust-01182,Customer 01182,5,513.3,6,0,-14.5,68,standard,12,14,0,-21.4,40,77.2,0,0
cust-01183,Customer 01183,20,329.3,0,1,-5.8,88,standard,31,8,0,7.6,74,69.9,2,0
cust-01184,Customer 01184,14,503.33,1,0,9.1,53,standard,25,4,10,23.1,11,74.9,3,0
cust-01185,Customer 01185,27,475.02,4,0,-43.7,40,standard,52,0,15,-28.0,13,72.2,2,1
cust-01186,Customer 01186,17,518.94,3,1,8.6,69,standard,23,13,15,15.0,51,58.0,1,0
cust-01187,Customer 01187,5,369.11,0,0,-46.5,48,standard,17,0,0,-56.3,85,51.8,0,0
cust-01188,Customer 01188,23,1095.8,2,1,24.4,2,premium,59,0,10,33.0,19,63.9,1,0
cust-01189,Customer 01189,25,193.96,1,2,-49.3,71,basic,8,9,15,-46.2,18,11.4,0,1
cust-01190,Customer 01190,43,415.5,0,1,9.9,42,standard,5,6,0,17.2,88,86.9,2,0
cust-01191,Customer 01191,19,253.84,2,0,5.7,39,basic,4,0,5,8.6,54,87.6,2,0
cust-01192,Customer 01192,47,99.73,0,0,-47.7,16,basic,77,1,5,-61.9,88,78.4,0,0
cust-01193,Customer 01193,40,426.75,1,0,-21.9,10,standard,3,38,0,-17.6,21,74.3,0,0
cust-01194,Customer 01194,20,1267.41,1,0,4.6,65,premium,39,14,5,0.4,28,74.5,3,0
cust-01195,Customer 01195,57,449.43,1,0,-41.6,11,standard,26,16,15,-50.2,35,50.5,2,0
cust-01196,Customer 01196,43,111.9,2,0,1.9,48,basic,18,20,15,7.3,50,38.4,0,0
cust-01197,Customer 01197,13,187.43,1,0,5.4,71,basic,65,26,5,-4.4,43,40.0,0,1
cust-01198,Customer 01198,14,405.45,1,0,-20.8,56,standard,25,17,5,-20.8,50,49.1,0,0
cust-01199,Customer 01199,16,127.38,0,0,22.2,2,basic,9,0,0,2.5,44,21.1,0,1
cust-01200,Customer 01200,22,398.87,1,1,-2.1,37,standard,55,10,0,12.9,36,65.5,2,0
cust-01201,Customer 01201,36,174.58,0,0,0.6,41,basic,15,11,0,-7.2,33,80.1,2,0
cust-01202,Customer 01202,10,997.75,0,0,2.7,72,premium,23,8,0,-8.2,68,86.6,1,0
cust-01203,Customer 01203,12,246.49,0,0,17.2,73,basic,23,5,0,38.7,30,78.6,1,0
cust-01204,Customer 01204,17,132.01,1,0,-38.3,61,basic,18,24,0,-43.3,39,62.5,1,0
cust-01205,Customer 01205,26,511.49,1,0,30.5,29,standard,13,1,0,31.5,4,33.4,1,0
cust-01206,Customer 01206,31,338.09,2,1,-21.2,70,standard,4,11,0,-22.9,24,32.5,0,0
cust-01207,Customer 01207,23,216.42,1,0,-11.2,39,standard,11,15,10,-4.1,4,5,0,0
cust-01208,Customer 01208,16,478.83,2,0,-7.8,51,standard,32,21,5,-11.6,38,15.4,0,0
cust-01209,Customer 01209,46,407.23,4,0,35.9,56,standard,12,18,0,41.6,21,43.0,2,0
cust-01210,Customer 01210,16,175.27,1,0,11.9,24,basic,8,7,10,-1.4,46,52.6,1,0
cust-01211,Customer 01211,10,612.93,0,0,-50.1,33,premium,68,0,15,-75.0,75,62.1,1,1
cust-01212,Customer 01212,19,904.65,9,1,-0.1,68,premium,13,11,5,-0.4,16,47.7,1,0
cust-01213,Customer 01213,7,185.75,0,0,19.2,65,basic,14,9,5,3.6,82,41.4,0,0
cust-01214,Customer 01214,14,919.74,2,0,3.2,42,premium,21,0,20,6.3,19,32.9,1,0
cust-01215,Customer 01215,27,137.26,3,2,11.2,34,basic,9,4,5,25.0,14,100,0,0
cust-01216,Customer 01216,12,1127.31,0,0,-9.8,49,premium,25,1,0,-20.7,38,77.0,3,0
cust-01217,Customer 01217,11,406.41,0,1,-8.4,10,standard,2,15,0,-14.9,34,12.6,0,0
cust-01218,Customer 01218,33,416.76,1,0,-30.8,47,standard,21,18,5,-32.7,8,87.7,2,0
cust-01219,Customer 01219,72,182.99,6,0,12.4,20,basic,11,3,5,6.0,26,49.3,1,0
cust-01220,Customer 01220,42,218.57,3,0,37.2,60,basic,22,13,0,41.2,8,88.7,2,0
cust-01221,Customer 01221,59,130.37,0,2,37.2,19,basic,27,16,0,23.2,36,58.9,3,0
cust-01222,Customer 01222,40,228.81,3,1,33.7,41,basic,14,17,5,41.1,22,81.1,0,0
cust-01223,Customer 01223,10,241.94,0,2,10.5,33,basic,20,12,10,9.7,52,91.3,0,0
cust-01224,Customer 01224,19,222.65,0,0,-16.3,53,basic,21,14,5,-25.7,40,59.9,0,0
cust-01225,Customer 01225,23,175.72,5,0,2.8,59,basic,10,12,15,2.8,47,72.1,3,0
cust-01226,Customer 01226,19,168.7,1,0,-3.2,75,basic,34,9,0,-0.6,90,85.6,0,0
cust-01227,Customer 01227,15,380.33,8,1,-14.6,61,standard,18,7,0,-19.0,14,100,0,0
cust-01228,Customer 01228,26,219.59,2,0,-47.8,69,basic,32,0,10,-35.8,19,88.5,0,0
cust-01229,Customer 01229,38,837.8,8,1,-13.1,55,premium,1,15,0,-3.3,29,73.0,0,0
cust-01230,Customer 01230,16,123.7,0,0,6.5,41,basic,25,20,0,7.5,25,47.4,0,1
cust-01231,Customer 01231,72,523.78,3,1,-1.8,61,standard,10,16,15,-1.7,11,96.2,2,0
cust-01232,Customer 01232,29,136.14,3,0,-7.9,12,basic,6,13,0,-3.7,5,43.4,0,0
cust-01233,Customer 01233,11,82.35,1,1,22.9,33,basic,8,0,0,17.2,28,41.8,0,0
cust-01234,Customer 01234,40,167.22,4,1,1.5,14,basic,14,34,0,-12.0,86,37.0,1,1
cust-01235,Customer 01235,44,191.55,2,0,-18.7,54,basic,14,10,0,-21.7,16,60.9,0,0
cust-01236,Customer 01236,24,194.17,0,1,29.1,74,basic,32,9,0,14.4,57,49.3,1,0
cust-01237,Customer 01237,36,145.61,1,1,-30.0,32,basic,43,5,0,-30.5,15,62.7,0,0
cust-01238,Customer 01238,45,190.8,4,0,-7.9,28,basic,28,20,0,4.5,33,89.2,0,0
cust-01239,Customer 01239,5,206.27,1,0,37.0,60,basic,8,13,0,36.0,40,55.2,0,0
cust-01240,Customer 01240,61,813.4,1,0,-0.3,61,premium,13,18,0,10.4,5,72.5,0,0
cust-01241,Customer 01241,38,263.77,0,1,2.0,39,basic,24,21,0,16.5,79,48.1,1,0
cust-01242,Customer 01242,28,626.61,1,0,-7.8,58,standard,14,9,0,0.4,16,64.6,2,0
cust-01243,Customer 01243,52,368.54,1,3,-31.5,18,standard,24,16,0,-23.7,9,32.3,3,1
cust-01244,Customer 01244,25,452.43,0,0,-30.6,26,standard,40,14,0,-29.3,74,82.9,0,0
cust-01245,Customer 01245,7,629.73,1,3,-43.7,54,premium,21,12,0,-49.0,6,52.4,2,1
cust-01246,Customer 01246,35,265.1,2,0,19.7,21,standard,22,2,0,28.8,13,41.8,3,0
cust-01247,Customer 01247,26,196.74,0,2,0.1,56,basic,19,17,15,13.2,73,56.8,0,0
cust-01248,Customer 01248,29,179.3,0,0,-11.5,8,basic,8,24,10,-19.0,87,94.5,0,0
cust-01249,Customer 01249,7,1969.18,3,0,-0.2,62,premium,9,7,10,-10.5,90,78.5,2,0
